id,jaccard
0,0.7029029029029029
1,0.7257132132132132
2,0.7309059059059059
3,0.8212712712712713
4,0.7251876876876877
5,0.7270895895895896
6,0.7310685685685686
7,0.826026026026026
8,0.8001876876876877
9,
10,0.8112237237237238
11,0.7949324324324324
12,0.7012387387387388
13,0.7320695695695696
14,0.7278778778778778
15,0.7204704704704705
16,0.7272772772772773
17,0.7018518518518518
18,0.8197322322322322
19,
20,
21,0.7281906906906906
22,0.7452327327327327
23,0.704954954954955
24,
25,0.8318568568568568
26,0.7272522522522522
27,
28,0.8366116116116116
29,0.7263513513513513
30,0.7042792792792792
31,0.7009759759759759
32,0.7285910910910911
33,0.7275525525525526
34,0.8207207207207208
35,0.702515015015015
36,
37,0.7269769769769769
38,0.7296546546546546
39,0.7261386386386386
40,0.6998373373373373
41,
42,
43,
44,0.7305430430430431
45,0.7289289289289289
46,0.8216216216216217
47,0.7263513513513513
48,0.7310310310310311
49,0.7463838838838839
50,0.8222722722722723
51,0.7260260260260261
52,0.7267642642642642
53,0.8121121121121121
54,0.7019019019019019
55,0.8140765765765766
56,0.7986611611611611
57,0.8258633633633634
58,0.7272772772772773
59,0.7313813813813814
60,0.7265015015015015
61,0.727077077077077
62,0.7274774774774775
63,0.8213088088088089
64,0.7279279279279279
65,0.7165665665665666
66,0.7179554554554555
67,0.7031406406406406
68,0.7036161161161161
69,0.7417292292292292
70,
71,0.7278653653653654
72,0.7258508508508509
73,0.8253878878878879
74,0.7283283283283283
75,0.7959209209209209
76,0.7277152152152152
77,0.7947822822822823
78,0.8318943943943944
79,0.7012512512512512
80,0.7282782782782783
81,0.8231231231231231
82,0.8240865865865866
83,0.8317192192192192
84,0.7307307307307307
85,0.7249874874874875
86,0.7022647647647647
87,0.7034784784784784
88,0.7259009009009009
89,0.7282282282282282
90,0.7435685685685686
91,0.7947322322322322
92,0.7184934934934935
93,0.7277152152152152
94,0.7982732732732732
95,0.7262137137137137
96,0.8517142142142142
97,0.7267142142142142
98,0.7251751751751752
99,0.9008008008008008
100,0.7007132132132132
101,0.7991491491491491
102,0.7280780780780781
103,0.7283408408408408
104,0.7252252252252253
105,0.7041041041041041
106,0.7307307307307307
107,0.7008508508508509
108,0.731544044044044
109,0.7288288288288288
110,0.7308308308308308
111,0.7292667667667667
112,0.794069069069069
113,0.9282907907907908
114,0.8077202202202203
115,0.8506881881881881
116,0.7009384384384384
117,0.7279654654654655
118,0.7001501501501501
119,0.7430305305305305
120,0.7016391391391391
121,0.8219844844844845
122,0.7279904904904905
123,0.727052052052052
124,0.7335835835835836
125,0.7958208208208208
126,0.7252252252252253
127,0.7454954954954955
128,0.8341216216216216
129,0.7009009009009008
130,0.7310560560560561
131,0.7300175175175175
132,0.7251626626626627
133,0.7005005005005005
134,0.7013513513513514
135,0.7027777777777777
136,0.8321696696696697
137,0.7257882882882883
138,0.7969344344344345
139,0.7278528528528528
140,0.7299674674674674
141,0.726051051051051
